date,course,tee,completed_holes,round_key,gross_score,score_vs_par,putts,penalties,gir,gir_opportunities,gir_pct,fairways_hit,fairway_opportunities,fairway_pct,three_putts,rating,slope
2026-09-13,Newman Golf Course,White,18,50cb7a5e1e77aff0,113,41,40,1,0,18,0.0,6,14,42.9,6,70.9,127
