id,type,name,state,total_flow,lat,lon,coordinate_status,geocode_priority,why_still_needs_work,geocode_query
MNAN-TX1,transplant_center,Abbott Northwestern Hospital,Minnesota,26,44.9537,-93.2613,facility_or_city,3,batch_hit_needs_spot_check,"Abbott Northwestern Hospital, Minnesota (transplant center hospital)"
AZCH-TX1,transplant_center,Phoenix Children's Hospital,Arizona,25,33.4789,-112.0411,facility_or_city,3,batch_hit_needs_spot_check,"Phoenix Children's Hospital, Arizona (transplant center hospital)"
ALCH-TX1,transplant_center,Children's of Alabama,Alabama,24,33.5047,-86.8056,facility_or_city,3,batch_hit_needs_spot_check,"Children's of Alabama, Alabama (transplant center hospital)"
VAHD-TX1,transplant_center,Henrico Doctors' Hospital,Virginia,23,37.6033,-77.5415,facility_or_city,3,batch_hit_needs_spot_check,"Henrico Doctors' Hospital, Virginia (transplant center hospital)"
MABU-TX1,transplant_center,Boston Medical Center,Massachusetts,21,42.3342,-71.0746,facility_or_city,3,batch_hit_needs_spot_check,"Boston Medical Center, Massachusetts (transplant center hospital)"
MEMC-TX1,transplant_center,Maine Medical Center,Maine,20,43.6532,-70.2763,facility_or_city,3,batch_hit_needs_spot_check,"Maine Medical Center, Maine (transplant center hospital)"
MOCM-TX1,transplant_center,Children's Mercy Hospital,Missouri,20,39.0844,-94.5775,facility_or_city,3,batch_hit_needs_spot_check,"Children's Mercy Hospital, Missouri (transplant center hospital)"
CAMB-TX1,transplant_center,UCSF Medical Center at Mission Bay,California,19,37.7659,-122.3908,facility_or_city,3,batch_hit_needs_spot_check,"UCSF Medical Center at Mission Bay, California (transplant center hospital)"
ILMM-TX1,transplant_center,Springfield Memorial Hospital,Illinois,19,42.1222,-72.6047,facility_or_city,3,batch_hit_needs_spot_check,"Springfield Memorial Hospital, Illinois (transplant center hospital)"
SDMK-TX1,transplant_center,Avera McKennan Hospital,South Dakota,19,43.5343,-96.7138,facility_or_city,3,batch_hit_needs_spot_check,"Avera McKennan Hospital, South Dakota (transplant center hospital)"
WICH-TX1,transplant_center,Children's Hospital of Wisconsin,Wisconsin,17,43.0422,-88.0235,facility_or_city,3,batch_hit_needs_spot_check,"Children's Hospital of Wisconsin, Wisconsin (transplant center hospital)"
CASG-TX1,transplant_center,Sutter Medical Center Sacramento,California,13,38.5715,-121.4687,facility_or_city,3,batch_hit_needs_spot_check,"Sutter Medical Center Sacramento, California (transplant center hospital)"
MICH-TX1,transplant_center,Children's Hospital of Michigan,Michigan,13,42.3519,-83.0548,facility_or_city,3,batch_hit_needs_spot_check,"Children's Hospital of Michigan, Michigan (transplant center hospital)"
ORSV-TX1,transplant_center,Providence St. Vincent Medical Center,Oregon,13,45.5109,-122.7741,facility_or_city,3,batch_hit_needs_spot_check,"Providence St. Vincent Medical Center, Oregon (transplant center hospital)"
PAHE-TX1,transplant_center,Penn State Milton S Hershey Medical Center,Pennsylvania,13,40.2654,-76.6732,facility_or_city,3,batch_hit_needs_spot_check,"Penn State Milton S Hershey Medical Center, Pennsylvania (transplant center hospital)"
LACH-TX1,transplant_center,Children's Hospital,Louisiana,11,30.0064,-90.1926,facility_or_city,3,batch_hit_needs_spot_check,"Children's Hospital, Louisiana (transplant center hospital)"
KYKC-TX1,transplant_center,Norton Children's Hospital,Kentucky,10,38.2484,-85.7497,facility_or_city,3,batch_hit_needs_spot_check,"Norton Children's Hospital, Kentucky (transplant center hospital)"
ARBH-TX1,transplant_center,Baptist Medical Center,Arkansas,9,35.4887,-92.0578,facility_or_city,3,batch_hit_needs_spot_check,"Baptist Medical Center, Arkansas (transplant center hospital)"
TNBM-TX1,transplant_center,Baptist Memorial Hospital,Tennessee,9,36.023,-88.4124,facility_or_city,3,batch_hit_needs_spot_check,"Baptist Memorial Hospital, Tennessee (transplant center hospital)"
TXLM-TX1,transplant_center,Covenant Medical Center,Texas,9,33.5769,-101.8921,facility_or_city,3,batch_hit_needs_spot_check,"Covenant Medical Center, Texas (transplant center hospital)"
FLHM-TX1,transplant_center,Halifax Health,Florida,8,29.2549,-81.1199,facility_or_city,3,batch_hit_needs_spot_check,"Halifax Health, Florida (transplant center hospital)"
MOCG-TX1,transplant_center,Cardinal Glennon Children's Hospital,Missouri,8,38.6258,-90.2385,facility_or_city,3,batch_hit_needs_spot_check,"Cardinal Glennon Children's Hospital, Missouri (transplant center hospital)"
TXCT-TX1,transplant_center,Seton Medical Center Austin,Texas,7,30.3051,-97.7461,facility_or_city,3,batch_hit_needs_spot_check,"Seton Medical Center Austin, Texas (transplant center hospital)"
ARCH-TX1,transplant_center,Arkansas Children's Hospital,Arkansas,6,34.7408,-92.2916,facility_or_city,3,batch_hit_needs_spot_check,"Arkansas Children's Hospital, Arkansas (transplant center hospital)"
PAPH-TX1,transplant_center,UPMC Hamot,Pennsylvania,6,42.1338,-80.0873,facility_or_city,3,batch_hit_needs_spot_check,"UPMC Hamot, Pennsylvania (transplant center hospital)"
TXCF-TX1,transplant_center,Cook Children's Medical Center,Texas,6,32.7366,-97.3411,facility_or_city,3,batch_hit_needs_spot_check,"Cook Children's Medical Center, Texas (transplant center hospital)"
TXDC-TX1,transplant_center,Driscoll Children's Hospital,Texas,6,27.7487,-97.3865,facility_or_city,3,batch_hit_needs_spot_check,"Driscoll Children's Hospital, Texas (transplant center hospital)"
NECH-TX1,transplant_center,Children’s Nebraska,Nebraska,3,41.2608,-96.0418,facility_or_city,3,batch_hit_needs_spot_check,"Children’s Nebraska, Nebraska (transplant center hospital)"
ALVA-TX1,transplant_center,,,2,39.7837,-100.4459,facility_or_city,3,batch_hit_needs_spot_check,",  (transplant center hospital)"
FLAC-TX1,transplant_center,Johns Hopkins All Children's Hospital,Florida,2,27.7629,-82.6398,facility_or_city,3,batch_hit_needs_spot_check,"Johns Hopkins All Children's Hospital, Florida (transplant center hospital)"
MNCM-TX1,transplant_center,Children's Minnesota,Minnesota,1,44.9578,-93.2732,facility_or_city,3,batch_hit_needs_spot_check,"Children's Minnesota, Minnesota (transplant center hospital)"
PASC-TX1,transplant_center,St. Christopher's Hospital for Children,Pennsylvania,1,40.0063,-75.1256,facility_or_city,3,batch_hit_needs_spot_check,"St. Christopher's Hospital for Children, Pennsylvania (transplant center hospital)"
VACH-TX1,transplant_center,Children's Hospital of the King's Daughters,Virginia,1,36.8622,-76.302,facility_or_city,3,batch_hit_needs_spot_check,"Children's Hospital of the King's Daughters, Virginia (transplant center hospital)"
